wine_id,title,fruit,tannin,cherry,ripe,spice,fresh,berry,plum,apple,soft,blackberry,sweet,light,crisp,citrus,vanilla,herb,raspberry,pepper,juicy,lemon,fruity,firm,chocolate,currant
12867,J. H. Andresen NV White  (Port),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12868,Le Cadeau 2006 Equinoxe Pinot Noir (Willamette Valley),1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12869,Leconfield 2003 Cabernet Sauvignon (Coonawarra),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12870,Moletto 2003 Solamini et Amicis Passito Sauvignon (Veneto),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12871,Girolamo Dorigo 2005 Picolit (Colli Orientali del Friuli),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12872,Wiese & Krohn NV Dry White  (Port),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12873,Cali 351 2006 Chardonnay (Napa Valley),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12874,Johann Haart 2006 Piesporter Goldtröpfchen Auslese Goldcap Riesling (Mosel-Saar-Ruwer),0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12875,Solabal 2005 Esculle de Solabal  (Rioja),1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12876,Sonoma Coast Vineyards 2005 Balistreri Family Vineyard Freestone View Block Pinot Noir (Sonoma Coast),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12877,Feudi di San Gregorio 2005 Privilegio White (Campania),1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12878,Henschke 2005 Abbotts Prayer Vineyard Red (Lenswood),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12879,Paul Cluver 2006 Noble Late Harvest Riesling (Elgin),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12880,Ott & Murphy 2010 Viognier (Columbia Valley (WA)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12881,Psagot 2009 Edom Red (Judean Hills),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12882,COS 2005 Syre Nero d'Avola (Sicilia),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12883,Cusumano 2008 Sàgana Nero d'Avola (Sicilia),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12884,D.G. Viticultors NV Caligo Essència Sweet White Wine Chardonnay (Spain),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12885,Domaine Chasselay 2010  Morgon,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12886,Epiphany 2008 Gypsy Red (Santa Ynez Valley),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12887,Firriato 2008 Quater Red (Sicilia),1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12888,Frank Cornelissen NV Munjebel 7  (Etna),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,Garnier et Fils 2009 Vaudésir Grand Cru  (Chablis),1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,Hourglass 2009 Blueline Vineyard Cabernet Sauvignon (Napa Valley),0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12891,Balboa 2007 Sayulita Red Red (Walla Walla Valley (WA)),1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
12892,Barrister 2009 Cabernet Franc (Columbia Valley (WA)),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12893,Betz Family 2009 Bésoleil Red (Columbia Valley (WA)),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12894,Betz Family 2009 La Côte Patriarche Syrah (Yakima Valley),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
12895,Bodegas Riojanas 2004 Monte Real Reserva  (Rioja),1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12896,Burmester NV 20-Year-Old White  (Port),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12897,Isabel Mondavi 2010 Chardonnay (Carneros),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12898,JR Wine 2009 George's Vineyard Zinfandel (Napa Valley),0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12899,Felton Road 2009 Bannockburn Pinot Noir (Central Otago),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,Planeta 2008 Burdese Red (Sicilia),0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12901,Testarossa 2010 Dos Rubios Vineyard Chardonnay (Santa Lucia Highlands),1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12902,Tranche 2007 Slice of Pape Red Red (Columbia Valley (WA)),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,Domaine Emmanuel Giboulot 2009 La Grand Chatelaine  (Côte de Beaune),1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12904,Château Angélus 2012 Carillon d'Angélus Barrel Sample  (Saint-Émilion),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12905,Château la Gaffelière 2012 Barrel Sample  (Saint-Émilion),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12906,Château Rol Valentin 2012 Barrel Sample  (Saint-Émilion),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12907,Château Troplong Mondot 2012 Barrel Sample  (Saint-Émilion),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
12908,Château Grand Mayne 2012 Barrel Sample  (Saint-Émilion),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12909,Château La Bon Pasteur 2012 Barrel Sample  (Pomerol),0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12910,Château Quintus 2012 Barrel Sample  (Saint-Émilion),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12911,Château Berliquet 2012 Barrel Sample  (Saint-Émilion),0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12912,Château Clinet 2012 Barrel Sample  (Pomerol),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12913,Lauren Ashton Cellars 2012 Cuvée Méline Sauvignon Blanc-Semillon (Columbia Valley (WA)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12914,Melville 2011 Block M Estate Pinot Noir (Sta. Rita Hills),1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12915,Mumm Napa 2007 DVX Rosé Sparkling (Napa Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12916,Ott & Murphy 2009 Intrépide Red (Columbia Valley (WA)),1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12918,Alpha Omega 2010 Beckstoffer Missouri Hopper Cabernet Sauvignon (Oakville),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12920,Quinta da Prelada 2011 Vintage  (Port),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12921,Sparkman 2011 Enlightenment Chardonnay (Yakima Valley),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12922,Thurston Wolfe 2010 Port Zinfandel (Columbia Valley (WA)),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12923,Bailly-Lapierre 2010 Egarade Brut  (Crémant de Bourgogne),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12925,Domaines Devillard 2011 Château de Chamirey Clos l'Evêque Premier Cru  (Mercurey),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12926,Domaines Devillard 2011 Château de Chamirey La Mission Premier Cru  (Mercurey),1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12927,Finca del Marquesado 2004 Gran Reserva  (Rioja),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12928,Gloria Ferrer 2008 Brut Rosé Sparkling (Carneros),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12929,Cinnabar 2011 Pinot Noir (Santa Cruz Mountains),1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
12930,Fess Parker 2012 Rodney's Vineyard Dry Riesling (Santa Barbara County),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12931,Kirkland Signature 2011 Pinot Noir (Carneros),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12932,Les Vignerons de Tautavel Vingrau 2009 Les Vingt Marches Red (Côtes du Roussillon Villages Tautavel),1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12933,Domaine Thunevin-Calvet 2008 Les Dentelles Red (Côtes du Roussillon Villages),0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
12934,Tommasi 2009  Amarone della Valpolicella Classico,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12935,Le Salette 2010 I Progni  (Valpolicella Classico Superiore Ripasso),0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12936,MacRostie 2010 Wildcat Mountain Vineyard Chardonnay (Sonoma Coast),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12937,Mazzi 2008 Vigneto Punta di Villa  (Amarone della Valpolicella Classico),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
12938,Novelty Hill 2010 Stillwater Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12939,Sparkman 2011 Darkness Syrah (Yakima Valley),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12940,Pahlmeyer 2013 Red (Napa Valley),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12941,Ramey 2013 Annum Cabernet Sauvignon (Napa Valley),1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12942,Santa Carolina 2012 VSC Assemblage Red (Cachapoal Valley),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
12943,Tardieu-Laurent 2013 Vieilles Vignes  (Saint-Joseph),1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
12944,Stéphane Aviron 2014 Côte du Py Vieilles Vignes  (Morgon),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12945,Stéphane Aviron 2014 Vieilles Vignes  (Moulin-à-Vent),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12946,Stolpman 2014 Angeli Syrah (Ballard Canyon),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
12947,Talbott 2014 Diamond T Vineyard Pinot Noir (Monterey),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12948,Tegernseerhof 2015 Loibenberg Smaragd Grüner Veltliner (Wachau),0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12949,The Vineyard House 2014 Estate Grown Chardonnay (Napa Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12950,Williams Selyem 2014 Bacigalupi Vineyard Zinfandel (Russian River Valley),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
12951,Williams Selyem 2014 Drake Estate Vineyard Chardonnay (Russian River Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12952,Alzinger 2015 Loibenberg Smaragd Grüner Veltliner (Wachau),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12953,Boeschen Vineyards 2013 Estate Petit Verdot (Napa Valley),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
12954,Bründlmayer 2015 Käferberg Reserve Grüner Veltliner (Kamptal),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12955,Iron Horse 2011 Brut X Sparkling (Green Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12956,Tardieu-Laurent 2014 Vieilles Vignes White (Châteauneuf-du-Pape),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12957,Marchesi Antinori 2013 Tignanello Red (Toscana),0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12958,Pahlmeyer 2013 Merlot (Napa Valley),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12959,Gainey 2014 Limited Selection Pinot Noir (Sta. Rita Hills),1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12960,Golden Triangle 2013 Syrah (Paso Robles Willow Creek District),0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12961,Jada Vineyard & Winery 2014 WCS Jack John Red (Paso Robles Willow Creek District),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12962,B Cellars 2013 Cabernet Sauvignon (St. Helena),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12963,Robert Biale 2014 Stagecoach Vineyard Zinfandel (Napa Valley),0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12964,Ryan Cochrane 2014 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12965,Salomon-Undhof 2015 Pfaffenberg Reserve Riesling (Kremstal),0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12966,Small Vines 2014 MK Vineyard Pinot Noir (Sonoma Coast),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12967,Stéphane Aviron 2015  Moulin-à-Vent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12968,Two Sisters 2014 Courtney's Vineyard Chardonnay (Sta. Rita Hills),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12969,Alta Colina 2013 Toasted Slope Estate Syrah (Adelaida District),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12970,Ded.Reckoning 2012 Flintlock Merlot (Yakima Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12971,Santa Ema 2011 Barrel Select Syrah (Cachapoal Valley),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12972,Shoofly 2012 Pinot Noir (Yarra Valley),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12973,Anakena 2013 Ona Special Reserve Riesling-Chardonnay-Viognier White (Leyda Valley),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12974,Apaltagua 2013 Reserva Malbec (Maule Valley),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12975,Cave du Marmandais 2013 Ferran Pradets Sauvignon Blanc (Côtes du Marmandais),1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12976,l'Escargot 2013 Sauvignon Blanc (Côtes de Gascogne),1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12977,Marquis de Goulaine 2012  Vouvray,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12978,Muscardini 2010 Pauli Ranch Sangiovese (Mendocino County),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12979,Palaia Vineyards 2007 Merlot (New York),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12980,Palaia Vineyards NV Pearl White (New York),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12981,Pomelo 2013 Sauvignon Blanc (California),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12982,Producteurs Plaimont 2013 Colombelle L'Originel Rosé (Côtes de Gascogne),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12983,Spring Mountain Vineyard 2011 Estate Bottled Cabernet Sauvignon (Napa Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12984,Torrevento 2012 Matervitae Primitivo (Puglia),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12985,Jean-Luc Baldès 2012 Elegant Malbec (Cahors),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12986,Kunde 2011 Destination Series Barbera (Sonoma Valley),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12987,Mocavero 2008 Santufili Primitivo (Salento),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12988,Santa Ema 2014 Select Terroir Unoaked Chardonnay (Maipo Valley),1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
12989,Santa Rita 2011 Reserva Carmenère (Rapel Valley),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12990,Tres Palacios 2014 Reserve Sauvignon Blanc (Maipo Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12991,Winery by the Creek 2012 Reserve Vine Hill Vineyard Sangiovese (El Dorado),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12992,Wild Meadows 2012 Merlot (Columbia Valley (WA)),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12993,Worthy 2013 Kalaris Family Vineyard Chardonnay (Napa Valley),0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12994,Indomita 2014 Gran Reserva Chardonnay (Casablanca Valley),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12995,Marquis de Goulaine 2013 La Roseraie  (Rosé d'Anjou),1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12996,Mocavero 2010 Puteus Riserva Red (Salice Salentino),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12997,Root:1 2013 Pinot Noir (Casablanca Valley),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
12998,Vortex 2010 CM2 Red (Rattlesnake Hills),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12999,Oveja Negra 2013 Reserva Sauvignon Blanc-Carmenère White (Maule Valley),1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13000,Macari 2004 Bergen Road Red (North Fork of Long Island),0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13001,Vie Winery 2005 Beatty Ranch Vineyard Zinfandel (Howell Mountain),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13002,Aitor Ider Balbo 2006 El Encanto Cabernet Sauvignon-Malbec (Mendoza),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13003,Bodegas Escorihuela 2006 La Vuelta Unoaked Chardonnay (Mendoza),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13004,Casa Rondeña Winery 2005 Calvin Clarion Red (New Mexico),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13005,Paradise Ridge 2003 Rockpile Vineyard Merlot (Sonoma County),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13006,Unionville 2004 Hunter's Red Reserve Meritage Red (New Jersey),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13007,Andeluna 2006 Winemaker's Selection Torrontés (Mendoza),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13008,Hat in the Ring 2006 Master Cabernet Sauvignon (Mendoza),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13009,Claar 2006 Riesling (Columbia Valley (WA)),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13010,Dos Cabezas 2005 El Norte Red (Cochise County),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13011,Naches Heights 2006 Riesling (Columbia Valley (WA)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13012,Epiphany 2004 Gypsy Red (Santa Barbara County),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13013,Paradise Ridge 2003 Ladi's Vineyard Cabernet Sauvignon (Sonoma County),0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13014,Yellow Hawk Cellar 2003 Mescolanza di Rosso Riserva Red (Columbia Valley (WA)),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13015,Buena Vista 2004 Merlot (Carneros),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,VinEcol 2006 Organic Cabernet Sauvignon (Mendoza),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13017,Russian Hill 2005 Pinot Noir (Russian River Valley),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13018,Tahoe Ridge 2004 Merlot (Lodi),1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13019,Two Wives 2006 Sauvignon Blanc (Napa Valley),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13020,Fallbrook 2005 Reserve Merlot (California),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13021,Robert Hall 2004 Hall Ranch Meritage (Paso Robles),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13022,Naches Heights 2006 Pinot Gris (Columbia Valley (WA)),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13023,Trapiche 2006 Oak Cask Chardonnay (Mendoza),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13024,Jana 2005 Old Vine Zinfandel (Napa Valley),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13025,Pianetta 2004 Cabernet Sauvignon (Monterey),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13026,Bouchard Père & Fils 2006 Les Gouttes d'Or Premier Cru  (Meursault),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13027,Le Cadeau 2006 Côte Est Pinot Noir (Willamette Valley),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13028,Marqués de Cáceres 2001 Gran Reserva  (Rioja),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13029,Bouchard Père & Fils 2006 Clos Saint-Landry Premier Cru  (Beaune),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13030,Chimney Rock 2005 Cabernet Sauvignon (Stags Leap District),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13031,Schloss Gobelsburg 2006 Kammerner Grub Grüner Veltliner (Kamptal),1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13032,Louis Jadot 2006 Genevrières Premier Cru  (Meursault),1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13033,Louis Jadot 2006 Perrières Premier Cru  (Meursault),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
